Gene stable ID	Gene name	Chromosome/scaffold name
ENSMUSG00000025997	Ikzf2	1
ENSMUSG00000029613	Eif2ak1	5
ENSMUSG00000071771	Rhox4b	X
ENSMUSG00000028287	1700009N14Rik	4
ENSMUSG00000053411	Cbx7	15
ENSMUSG00000079633	Rhox4d	X
ENSMUSG00000040808	S100g	X
ENSMUSG00000061118	Dnajc30	5
ENSMUSG00000049010	Olfr982	9
ENSMUSG00000079324	4932414N04Rik	2
ENSMUSG00000029663	Gngt1	6
ENSMUSG00000044205	Olfr983	9
ENSMUSG00000022032	Scara5	14
ENSMUSG00000059626	Rhox3e	X
ENSMUSG00000039131	Gipc2	3
ENSMUSG00000045812	Olfr984	9
ENSMUSG00000029607	Ankrd61	5
ENSMUSG00000038612	Mcl1	3
ENSMUSG00000074780	Anapc15-ps	10
ENSMUSG00000013419	Zfp651	9
ENSMUSG00000049073	Olfr985	9
ENSMUSG00000022263	Trio	15
ENSMUSG00000048456	Olfr1448	19
ENSMUSG00000020917	Acly	11
ENSMUSG00000017639	Rab11fip4	11
ENSMUSG00000075181	Olfr1066	2
ENSMUSG00000059230	Defb4	8
ENSMUSG00000020599	Rgs9	11
ENSMUSG00000000711	Rab5b	10
ENSMUSG00000002409	Dyrk1b	7
ENSMUSG00000031060	Rbm10	X
ENSMUSG00000032766	Gng11	6
ENSMUSG00000039000	Ube3c	5
ENSMUSG00000059218	Gm13084	4
ENSMUSG00000021068	Nin	12
ENSMUSG00000032310	Cyp1a2	9
ENSMUSG00000032525	Nktr	9
ENSMUSG00000027996	Sfrp2	3
ENSMUSG00000017499	Cdc6	11
ENSMUSG00000020843	Timm22	11
ENSMUSG00000037537	H2-M11	17
ENSMUSG00000020075	Ddx21	10
ENSMUSG00000018820	Zfyve27	19
ENSMUSG00000002103	Acp2	2
ENSMUSG00000022594	Lynx1	15
ENSMUSG00000001986	Gria3	X
ENSMUSG00000040340	Tex45	8
ENSMUSG00000096679	Olfr498	7
ENSMUSG00000068479	Mfap1a	2
ENSMUSG00000071470	Ccnb1ip1	14
ENSMUSG00000025158	Rfng	11
ENSMUSG00000021127	Zfp36l1	12
ENSMUSG00000054423	Cadps	14
ENSMUSG00000008373	Prpf31	7
ENSMUSG00000111772	Olfr228	2
ENSMUSG00000029451	Gm13103	4
ENSMUSG00000042487	Leo1	9
ENSMUSG00000020694	Tlk2	11
ENSMUSG00000032757	Bet1	6
ENSMUSG00000028882	Ppp1r8	4
ENSMUSG00000049498	Olfr1449	19
ENSMUSG00000079265	Gm8257	14
ENSMUSG00000040822	1700123O20Rik	14
ENSMUSG00000058014	Olfr502	7
ENSMUSG00000031917	Nip7	8
ENSMUSG00000044783	Hjurp	1
ENSMUSG00000071764	Olfr1320	X
ENSMUSG00000038209	Itln1	1
ENSMUSG00000026698	Pigc	1
ENSMUSG00000030894	Tpp1	7
ENSMUSG00000048686	Hmgb4	4
ENSMUSG00000059674	Cdh24	14
ENSMUSG00000038055	Dexi	16
ENSMUSG00000028804	Csmd2	4
ENSMUSG00000032078	Zpr1	9
ENSMUSG00000067971	Olfr1321	X
ENSMUSG00000015850	Adamtsl4	3
ENSMUSG00000048721	Fndc9	11
ENSMUSG00000031919	Tmed6	8
ENSMUSG00000021767	Kat6b	14
ENSMUSG00000051095	Olfr986	9
ENSMUSG00000022504	Ciita	16
ENSMUSG00000021911	Parg	14
ENSMUSG00000079429	Mroh2a	1
ENSMUSG00000040650	Cyp2b23	7
ENSMUSG00000094311	Rfpl4b	10
ENSMUSG00000002109	Ddb2	2
ENSMUSG00000034758	Tle6	10
ENSMUSG00000055024	Ep300	15
ENSMUSG00000086277	4930558K02Rik	1
ENSMUSG00000070695	Cntnap5a	1
ENSMUSG00000025196	Cpn1	19
ENSMUSG00000042626	Shc1	3
ENSMUSG00000004393	Ddx56	11
ENSMUSG00000005225	Plekha8	6
ENSMUSG00000019797	1700021F05Rik	10
ENSMUSG00000040265	Dnm3	1
ENSMUSG00000002210	Smg9	7
ENSMUSG00000060759	Olfr503	7
ENSMUSG00000060105	Olfr504	7
ENSMUSG00000025396	Hsd17b6	10
ENSMUSG00000045886	Gm9803	10
ENSMUSG00000019913	Sim1	10
ENSMUSG00000026864	Hspa5	2
ENSMUSG00000040387	Klhl32	4
ENSMUSG00000041781	Cpsf2	12
ENSMUSG00000078512	Pramef6	4
ENSMUSG00000021922	Itih4	14
ENSMUSG00000027157	4930430A15Rik	2
ENSMUSG00000051469	Zfp24	18
ENSMUSG00000031059	Ndufb11	X
ENSMUSG00000021947	Cryl1	14
ENSMUSG00000019326	Aoc3	11
ENSMUSG00000019261	Map1s	8
ENSMUSG00000066415	Msl2	9
ENSMUSG00000022545	Ercc4	16
ENSMUSG00000094258	Gm8159	14
ENSMUSG00000015085	Entpd2	2
ENSMUSG00000058244	Olfr506	7
ENSMUSG00000026087	Mrpl30	1
ENSMUSG00000078799	Sult2a5	7
ENSMUSG00000047079	Ube2dnl2	X
ENSMUSG00000028649	Macf1	4
ENSMUSG00000071019	Sdr16c6	4
ENSMUSG00000001029	Icam2	11
ENSMUSG00000043085	Tmem82	4
ENSMUSG00000061000	Olfr507	7
ENSMUSG00000026918	Brd3	2
ENSMUSG00000031311	Nono	X
ENSMUSG00000078511	Pramef25	4
ENSMUSG00000038074	Fkbp14	6
ENSMUSG00000018736	Ndel1	11
ENSMUSG00000095822	Gm9117	3
ENSMUSG00000020814	Mxra7	11
ENSMUSG00000047343	Mettl21c	1
ENSMUSG00000063764	Olfr508	7
ENSMUSG00000090872	Gm3239	14
ENSMUSG00000034189	Hsdl1	8
ENSMUSG00000078510	Gm13101	4
ENSMUSG00000024968	Rcor2	19
ENSMUSG00000028986	Klhl7	5
ENSMUSG00000045573	Penk	4
ENSMUSG00000051788	4930564D02Rik	3
ENSMUSG00000020198	Ap3d1	10
ENSMUSG00000034634	Ly6d	15
ENSMUSG00000026603	Smyd2	1
ENSMUSG00000015094	Npdc1	2
ENSMUSG00000046854	Pip5kl1	2
ENSMUSG00000036622	Atp13a2	4
ENSMUSG00000091700	Gm7876	14
ENSMUSG00000036613	Eipr1	12
ENSMUSG00000021303	Gng4	13
ENSMUSG00000042055	Wdr11	7
ENSMUSG00000054252	Fgfr3	5
ENSMUSG00000012042	4930579F01Rik	3
ENSMUSG00000031362	Xlr4c	X
ENSMUSG00000036192	Rorb	19
ENSMUSG00000031111	Igsf1	X
ENSMUSG00000047875	Gpr157	4
ENSMUSG00000038121	Fam210a	18
ENSMUSG00000027242	Wdr76	2
ENSMUSG00000004709	Cd244	1
ENSMUSG00000047264	Zfp358	8
ENSMUSG00000006574	Slc4a1	11
ENSMUSG00000004317	Clcn5	X
ENSMUSG00000062892	Olfr1450	19
ENSMUSG00000001506	Col1a1	11
ENSMUSG00000037977	6430571L13Rik	9
ENSMUSG00000026810	Dpm2	2
ENSMUSG00000046913	Olfr1451	19
ENSMUSG00000094163	Tdpoz5	3
ENSMUSG00000040896	Kcnd3	3
ENSMUSG00000067399	Trim43c	9
ENSMUSG00000002845	Tmem39a	16
ENSMUSG00000020042	Btbd11	10
ENSMUSG00000020477	Mrps24	11
ENSMUSG00000004707	Ly9	1
ENSMUSG00000067768	Xlr4b	X
ENSMUSG00000060961	Slc4a4	5
ENSMUSG00000028976	Slc2a5	4
ENSMUSG00000040146	Rgl3	9
ENSMUSG00000079283	2310009B15Rik	1
ENSMUSG00000078520	Cela3a	4
ENSMUSG00000091923	Gm8267	14
ENSMUSG00000043747	1520401A03Rik	17
ENSMUSG00000019054	Fis1	5
ENSMUSG00000095302	Ssty2	Y
ENSMUSG00000031789	Cngb1	8
ENSMUSG00000049680	Urgcp	11
ENSMUSG00000062960	Kdr	5
ENSMUSG00000050756	Defb6	8
ENSMUSG00000056758	Hmga2	10
ENSMUSG00000067201	H2-M9	17
ENSMUSG00000071169	Defb46	8
ENSMUSG00000091318	Gm5415	1
ENSMUSG00000027852	Nras	3
ENSMUSG00000022033	Pbk	14
ENSMUSG00000026058	Khdrbs2	1
ENSMUSG00000094628	Gm3252	14
ENSMUSG00000018796	Acsl1	8
ENSMUSG00000030545	Pex11a	7
ENSMUSG00000029625	Cpsf4	5
ENSMUSG00000039785	Defb5	8
ENSMUSG00000090539	Gm9602	14
ENSMUSG00000073530	Pappa2	1
ENSMUSG00000020519	Sap30l	11
ENSMUSG00000091494	Gm3269	14
ENSMUSG00000020492	Ska2	11
ENSMUSG00000066324	Impad1	4
ENSMUSG00000094328	Gm9125	3
ENSMUSG00000028274	Rngtt	4
ENSMUSG00000095251	Gm10697	3
ENSMUSG00000024171	Prss28	17
ENSMUSG00000032965	Ift57	16
ENSMUSG00000020076	Ddx50	10
ENSMUSG00000070811	Sult2a2	7
ENSMUSG00000072754	Lrcol1	5
ENSMUSG00000049280	Olfr509	7
ENSMUSG00000039375	Wdr17	8
ENSMUSG00000029050	Ski	4
ENSMUSG00000050310	Rictor	15
ENSMUSG00000078208	Fthl17b	X
ENSMUSG00000069729	Arid1b	17
ENSMUSG00000037334	H2-M1	17
ENSMUSG00000058147	Xlr3c	X
ENSMUSG00000110353	Gm33543	10
ENSMUSG00000061298	Agbl4	4
ENSMUSG00000060685	Fthl17c	X
ENSMUSG00000035435	Abca17	17
ENSMUSG00000020086	H2afy2	10
ENSMUSG00000067764	Xlr5c	X
ENSMUSG00000027805	Pfn2	3
ENSMUSG00000057522	Spop	11
ENSMUSG00000020128	Vps54	11
ENSMUSG00000022245	Skor1	9
ENSMUSG00000058328	Xlr5a	X
ENSMUSG00000020085	Aifm2	10
ENSMUSG00000002190	Clgn	8
ENSMUSG00000028458	Tesk1	4
ENSMUSG00000062866	Phactr2	10
ENSMUSG00000036185	Sapcd1	17
ENSMUSG00000037759	Ptger2	14
ENSMUSG00000002205	Vrk3	7
ENSMUSG00000025359	Pmel	10
ENSMUSG00000020526	Znhit3	11
ENSMUSG00000087075	Lbhd2	12
ENSMUSG00000054728	Phactr1	13
ENSMUSG00000027035	Cers6	2
ENSMUSG00000039775	Defb3	8
ENSMUSG00000022763	Aifm3	16
ENSMUSG00000078798	Sult2a1	7
ENSMUSG00000038884	A230050P20Rik	9
ENSMUSG00000022257	Laptm4b	15
ENSMUSG00000007030	Vwa7	17
ENSMUSG00000025357	Dgka	10
ENSMUSG00000020424	Gatsl3	11
ENSMUSG00000039099	Wdr93	7
ENSMUSG00000045140	Pigw	11
ENSMUSG00000074966	Olfr1275	2
ENSMUSG00000044468	Fam46c	3
ENSMUSG00000073125	Xlr3b	X
ENSMUSG00000060261	Gtf2i	5
ENSMUSG00000020527	Myo19	11
ENSMUSG00000028459	Cd72	4
ENSMUSG00000063844	Olfr1276	2
ENSMUSG00000031832	Taf1c	8
ENSMUSG00000047989	Ino80c	18
ENSMUSG00000038742	Angptl6	9
ENSMUSG00000027995	Tlr2	3
ENSMUSG00000091185	Gm3278	14
ENSMUSG00000071489	Ptgdr	14
ENSMUSG00000000384	Tbrg4	11
ENSMUSG00000023433	Cela3b	4
ENSMUSG00000051811	Cox6b2	7
ENSMUSG00000094132	Gm3264	14
ENSMUSG00000040740	Slc25a34	4
ENSMUSG00000028545	Bend5	4
ENSMUSG00000029885	Moxd2	6
ENSMUSG00000042828	Trim72	7
ENSMUSG00000071745	DXBay18	X
ENSMUSG00000037335	Hand1	11
ENSMUSG00000031312	Itgb1bp2	X
ENSMUSG00000025358	Cdk2	10
ENSMUSG00000078317	F8a	X
ENSMUSG00000040040	Ift88	14
ENSMUSG00000030655	Smg1	7
ENSMUSG00000046186	Cd109	9
ENSMUSG00000039765	Cc2d2a	5
ENSMUSG00000078509	Pramef17	4
ENSMUSG00000067771	Gm14685	X
ENSMUSG00000026147	Col9a1	1
ENSMUSG00000025147	Mob2	7
ENSMUSG00000096209	Olfr510	7
ENSMUSG00000020715	Ern1	11
ENSMUSG00000026683	Nuf2	1
ENSMUSG00000079566	Spin2d	X
ENSMUSG00000072479	Xlr5b	X
ENSMUSG00000031831	Dnaaf1	8
ENSMUSG00000030651	Art2b	7
ENSMUSG00000020611	Gna13	11
ENSMUSG00000048012	Zfp473	7
ENSMUSG00000078206	Fthl17d	X
ENSMUSG00000026718	Stam	2
ENSMUSG00000090892	Vmn2r41	7
ENSMUSG00000013593	Ndufs2	1
ENSMUSG00000000902	Smarcb1	10
ENSMUSG00000002459	Rgs20	1
ENSMUSG00000063626	Unc5d	8
ENSMUSG00000055371	Stam2	2
ENSMUSG00000028035	Dnajb4	3
ENSMUSG00000062028	Irgc1	7
ENSMUSG00000020592	Sdc1	12
ENSMUSG00000015305	Sash1	10
ENSMUSG00000030729	Pgm2l1	7
ENSMUSG00000024354	Slc23a1	18
ENSMUSG00000094429	Gm19965	1
ENSMUSG00000028484	Psip1	4
ENSMUSG00000024421	Lama3	18
ENSMUSG00000038459	Abhd17c	7
ENSMUSG00000032034	Kcnj5	9
ENSMUSG00000006273	Atp6v1b2	8
ENSMUSG00000023186	Vwa5a	9
ENSMUSG00000038608	Dock10	1
ENSMUSG00000100265	Gm28363	1
ENSMUSG00000054752	Fsd1l	4
ENSMUSG00000033793	Atp6v1h	1
ENSMUSG00000031921	Terf2	8
ENSMUSG00000043323	Fbrsl1	5
ENSMUSG00000037058	Paip2	18
ENSMUSG00000058587	Tmod3	9
ENSMUSG00000020303	Stc2	11
ENSMUSG00000071815	Fthl17e	X
ENSMUSG00000031443	F7	8
ENSMUSG00000041771	Slc24a4	12
ENSMUSG00000114515	Aldoa	7
ENSMUSG00000038545	Cul7	17
ENSMUSG00000021451	Sema4d	13
ENSMUSG00000030695	Aldoa	7
ENSMUSG00000006403	Adamts4	1
ENSMUSG00000094755	Olfr1453	19
ENSMUSG00000018339	Gpx3	11
ENSMUSG00000041248	Kcnj1	9
ENSMUSG00000070844	Vmn2r42	7
ENSMUSG00000099104	Gm17087	17
ENSMUSG00000014725	Adam28	14
ENSMUSG00000036330	Slc18a1	8
ENSMUSG00000023868	Pde10a	17
ENSMUSG00000029182	1700001C02Rik	5
ENSMUSG00000040866	Rsph6a	7
ENSMUSG00000056962	Jmjd6	11
ENSMUSG00000022034	Esco2	14
ENSMUSG00000027905	Ddx20	3
ENSMUSG00000019988	Nedd1	10
ENSMUSG00000020590	Snx13	12
ENSMUSG00000031471	Defb8	8
ENSMUSG00000062064	Slc2a7	4
ENSMUSG00000034057	Myrfl	10
ENSMUSG00000028777	Gnat3	5
ENSMUSG00000061584	Lyg2	1
ENSMUSG00000029207	Apbb2	5
ENSMUSG00000049327	Kmt5a	5
ENSMUSG00000115958	Kiss1	1
ENSMUSG00000037790	Defb7	8
ENSMUSG00000078179	Rnf148	6
ENSMUSG00000094986	Olfr1454	19
ENSMUSG00000066704	Cyp2b19	7
ENSMUSG00000021810	Ecd	14
ENSMUSG00000098306	Gm28040	1
ENSMUSG00000105078	Gm35911	5
ENSMUSG00000017978	Cadps2	6
ENSMUSG00000034120	Srsf2	11
ENSMUSG00000078650	G6pc	11
ENSMUSG00000032115	Hyou1	9
ENSMUSG00000032803	Cdv3	9
ENSMUSG00000024173	Tpsab1	17
ENSMUSG00000028261	Ndufaf4	4
ENSMUSG00000094152	Slc6a16	7
ENSMUSG00000028051	Hcn3	3
ENSMUSG00000101303	B020011L13Rik	1
ENSMUSG00000103421	Golt1a	1
ENSMUSG00000096393	Fam240a	9
ENSMUSG00000028483	Snapc3	4
ENSMUSG00000100305	Gm28360	1
ENSMUSG00000079442	St6galnac4	2
ENSMUSG00000032494	Tdgf1	9
ENSMUSG00000073724	Pramel4	4
ENSMUSG00000101415	Gm28168	1
ENSMUSG00000032315	Cyp1a1	9
ENSMUSG00000090266	Mettl23	11
ENSMUSG00000019763	Rmnd1	10
ENSMUSG00000100617	Gm7145	1
ENSMUSG00000030382	Slc27a5	7
ENSMUSG00000041237	Pklr	3
ENSMUSG00000035919	Bbs9	9
ENSMUSG00000055301	Adh7	3
ENSMUSG00000072249	Fthl17f	X
ENSMUSG00000026114	Cnga3	1
ENSMUSG00000036557	Stpg4	17
ENSMUSG00000019467	Arhgef25	10
ENSMUSG00000049493	Pls1	9
ENSMUSG00000056946	Olfr512	7
ENSMUSG00000025395	Prim1	10
ENSMUSG00000025197	Cyp2c23	19
ENSMUSG00000048120	Entpd1	19
ENSMUSG00000045065	9930022D16Rik	11
ENSMUSG00000039533	Mmd2	5
ENSMUSG00000022010	Tsc22d1	14
ENSMUSG00000032564	Cpne4	9
ENSMUSG00000025939	Ube2w	1
ENSMUSG00000020818	Mfsd11	11
ENSMUSG00000036023	Parp2	14
ENSMUSG00000041399	1700013G24Rik	4
ENSMUSG00000025602	Zfp202	9
ENSMUSG00000030410	Dmwd	7
ENSMUSG00000039717	Ralyl	3
ENSMUSG00000058966	Fam57b	7
ENSMUSG00000025156	Gps1	11
ENSMUSG00000020009	Ifngr1	10
ENSMUSG00000061171	Slc38a11	2
ENSMUSG00000058444	Map2k5	9
ENSMUSG00000024266	Adad2	8
ENSMUSG00000020610	Amz2	11
ENSMUSG00000008763	Man1a2	3
ENSMUSG00000045797	4930402K13Rik	X
ENSMUSG00000074424	Gm10696	3
ENSMUSG00000039031	Arhgap18	10
ENSMUSG00000033538	Casp4	9
ENSMUSG00000035649	Zcchc7	4
ENSMUSG00000094103	1700047I17Rik2	12
ENSMUSG00000053720	Vmn2r43	7
ENSMUSG00000066189	Cacng3	7
ENSMUSG00000021453	Gadd45g	13
ENSMUSG00000020368	Canx	11
ENSMUSG00000112449	Srp54b	12
ENSMUSG00000056268	Dennd1b	1
ENSMUSG00000070568	Slc6a21	7
ENSMUSG00000020604	Arsg	11
ENSMUSG00000057614	Gnai1	5
ENSMUSG00000032285	Dnaja4	9
ENSMUSG00000060742	Olfr1076	2
ENSMUSG00000045246	Kcng4	8
ENSMUSG00000090268	Gm5286	3
ENSMUSG00000061637	Olfr1457	19
ENSMUSG00000101026	D730001G18Rik	15
ENSMUSG00000051200	Olfr513	7
ENSMUSG00000036923	Stox1	10
ENSMUSG00000001739	Cldn15	5
ENSMUSG00000099913	Gm28551	1
ENSMUSG00000046269	Usp27x	X
ENSMUSG00000026096	Osgepl1	1
ENSMUSG00000044288	Cnr1	4
ENSMUSG00000032232	Cgnl1	9
ENSMUSG00000052151	Plpp2	10
ENSMUSG00000034163	Zfc3h1	10
ENSMUSG00000061559	Wdr61	9
ENSMUSG00000046223	Plaur	7
ENSMUSG00000048439	Nupl2	5
ENSMUSG00000023336	Wfdc1	8
ENSMUSG00000020189	Osbpl8	10
ENSMUSG00000089696	Gm4778	3
ENSMUSG00000037331	Larp1	11
ENSMUSG00000079108	Srp54c	12
ENSMUSG00000029420	Rimbp2	5
ENSMUSG00000062867	Impdh2	9
ENSMUSG00000041920	Slc16a6	11
ENSMUSG00000046058	Eid2	7
ENSMUSG00000074965	Olfr1277	2
ENSMUSG00000073684	Faap20	4
ENSMUSG00000029245	Epha5	5
ENSMUSG00000038630	Zkscan16	4
ENSMUSG00000040372	Gpr63	4
ENSMUSG00000037101	Ttc29	8
ENSMUSG00000070705	Eid2b	7
ENSMUSG00000040359	Ufl1	4
ENSMUSG00000040680	Kremen2	17
ENSMUSG00000058755	Osm	11
ENSMUSG00000046750	Selenov	7
ENSMUSG00000024112	Cacna1h	17
ENSMUSG00000019734	Tmc4	7
ENSMUSG00000074377	Sult2a4	7
ENSMUSG00000040097	Flywch1	17
ENSMUSG00000100679	Gm28778	1
ENSMUSG00000035638	Muc20	16
ENSMUSG00000026097	Ormdl1	1
ENSMUSG00000049225	Pdp1	4
ENSMUSG00000013936	Myl2	5
ENSMUSG00000053153	Spag16	1
ENSMUSG00000025198	Erlin1	19
ENSMUSG00000054520	Sh3bp2	5
ENSMUSG00000019846	Lama4	10
ENSMUSG00000048458	Fam212b	3
ENSMUSG00000102030	Gm29106	1
ENSMUSG00000026095	Asnsd1	1
ENSMUSG00000004567	Mcoln1	8
ENSMUSG00000029474	Rnf34	5
ENSMUSG00000079620	Muc4	16
ENSMUSG00000028145	Them4	3
ENSMUSG00000051003	Olfr161	16
ENSMUSG00000032477	Cdc25a	9
ENSMUSG00000028405	Aco1	4
ENSMUSG00000033191	Tie1	4
ENSMUSG00000030544	Mesp1	7
ENSMUSG00000070283	Ndufaf3	9
ENSMUSG00000047842	Diras2	13
ENSMUSG00000028264	Spaca1	4
ENSMUSG00000092518	Fam71e2	7
ENSMUSG00000049686	Orai1	5
ENSMUSG00000046490	Rnf222	11
ENSMUSG00000030543	Mesp2	7
ENSMUSG00000072995	Cpxcr1	X
ENSMUSG00000036892	Prodh2	7
ENSMUSG00000036862	Dchs1	7
ENSMUSG00000038065	Mturn	6
ENSMUSG00000037593	BC030499	11
ENSMUSG00000082482	H2afb2	X
ENSMUSG00000029475	Kdm2b	5
ENSMUSG00000075179	Olfr1079	2
ENSMUSG00000040479	Dgkz	2
ENSMUSG00000078813	Leng1	7
ENSMUSG00000024862	Klc2	19
ENSMUSG00000067441	H2afb1	X
ENSMUSG00000039760	Il22ra2	10
ENSMUSG00000044678	Ly6k	15
ENSMUSG00000020910	Adprm	11
ENSMUSG00000063558	Aox1	1
ENSMUSG00000028259	Fhl5	4
ENSMUSG00000020964	Sel1l	12
ENSMUSG00000061894	Zscan20	4
ENSMUSG00000031924	Cyb5b	8
ENSMUSG00000047139	Cd24a	10
ENSMUSG00000035632	Cnot3	7
ENSMUSG00000060938	Rpl26	11
ENSMUSG00000051582	Otud6a	X
ENSMUSG00000038732	Mboat1	13
ENSMUSG00000075528	Aarsd1	11
ENSMUSG00000056281	Olfr1322	X
ENSMUSG00000031220	Awat2	X
ENSMUSG00000027238	Frmd5	2
ENSMUSG00000030879	Mrpl17	7
ENSMUSG00000044502	Bod1	11
ENSMUSG00000059401	Mamld1	X
ENSMUSG00000004394	Tmed4	11
ENSMUSG00000043154	Ppp2r3a	9
ENSMUSG00000110912	Olfr1080	2
ENSMUSG00000074862	BC025920	10
ENSMUSG00000025059	Gk	X
ENSMUSG00000034919	Ttc22	4
ENSMUSG00000019471	Cdc37	9
ENSMUSG00000074207	Adh1	3
ENSMUSG00000035007	Rundc1	11
ENSMUSG00000050504	Olfr1323	X
ENSMUSG00000038733	Wdr26	1
ENSMUSG00000002524	Puf60	15
ENSMUSG00000079694	Gm14862	X
ENSMUSG00000036438	Calm2	17
ENSMUSG00000033200	Tpsg1	17
ENSMUSG00000041044	Lrit1	14
ENSMUSG00000047344	Lancl3	X
ENSMUSG00000073094	Smim9	X
ENSMUSG00000097239	Gm27029	11
ENSMUSG00000043036	Ccdc63	5
ENSMUSG00000049685	Cyp2g1	7
ENSMUSG00000037737	Actrt3	3
ENSMUSG00000054920	Klhl5	5
ENSMUSG00000028917	Plekhm2	4
ENSMUSG00000009535	Rnmt	18
ENSMUSG00000029233	Srd5a3	5
ENSMUSG00000042133	Ppig	2
ENSMUSG00000016087	Fli1	9
ENSMUSG00000111689	Olfr1082	2
ENSMUSG00000069844	Sco1	11
ENSMUSG00000050087	Cby3	11
ENSMUSG00000027293	Ehd4	2
ENSMUSG00000074375	Sult2a3	7
ENSMUSG00000020585	Laptm4a	12
ENSMUSG00000025950	Idh1	1
ENSMUSG00000026430	Rassf5	1
ENSMUSG00000070953	Rabepk	2
ENSMUSG00000028378	Ptgr1	4
ENSMUSG00000036968	Cnpy4	5
ENSMUSG00000097487	Ptges3l	11
ENSMUSG00000072694	1500011B03Rik	5
ENSMUSG00000050222	Il17d	14
ENSMUSG00000026489	Coq8a	1
ENSMUSG00000092252	Gm20499	5
ENSMUSG00000092486	2610524H06Rik	5
ENSMUSG00000041119	Pde9a	17
ENSMUSG00000034394	Lif	11
ENSMUSG00000070645	Ren1	1
ENSMUSG00000043572	Pars2	4
ENSMUSG00000041115	Iqsec2	X
ENSMUSG00000019986	Ahi1	10
ENSMUSG00000110804	Olfr1084	2
ENSMUSG00000090827	Gm8297	14
ENSMUSG00000075176	Olfr1085	2
ENSMUSG00000079383	Gm3298	14
ENSMUSG00000058446	Znrf2	6
ENSMUSG00000051048	P4ha3	7
ENSMUSG00000022035	Ccdc25	14
ENSMUSG00000068349	Gml	15
ENSMUSG00000031012	Cask	X
ENSMUSG00000019810	Fuca2	10
ENSMUSG00000003436	Dll3	7
ENSMUSG00000042628	Zfyve1	12
ENSMUSG00000049285	Mblac1	5
ENSMUSG00000025978	Rftn2	1
ENSMUSG00000035949	Fbxw2	2
ENSMUSG00000043418	Lrit2	14
ENSMUSG00000026678	Rgs5	1
ENSMUSG00000061911	Myt1l	12
ENSMUSG00000049119	Fam110b	4
ENSMUSG00000075175	Olfr1086	2
ENSMUSG00000026427	Eif2d	1
ENSMUSG00000021782	Dlg5	14
ENSMUSG00000038957	Edc3	9
ENSMUSG00000075174	Olfr1087	2
ENSMUSG00000022799	Arhgap31	16
ENSMUSG00000010175	Prox1	1
ENSMUSG00000031221	Igbp1	X
ENSMUSG00000021280	Exoc3l4	12
ENSMUSG00000028614	Ndc1	4
ENSMUSG00000052137	Rbm12b2	4
ENSMUSG00000111711	Olfr1089	2
ENSMUSG00000015342	Xk	X
ENSMUSG00000049488	Tmem67	4
ENSMUSG00000100200	H2al1m	X
ENSMUSG00000021803	Cdhr1	14
ENSMUSG00000059864	Olfr1393	11
ENSMUSG00000032316	Clk3	9
ENSMUSG00000031196	F8	X
ENSMUSG00000062232	Rapgef2	3
ENSMUSG00000034463	Scara3	14
ENSMUSG00000027742	Cog6	3
ENSMUSG00000096197	4930555G01Rik	14
ENSMUSG00000053054	Adh6a	3
ENSMUSG00000015143	Actn1	12
ENSMUSG00000028148	Them5	3
ENSMUSG00000101750	Olfr1392	11
ENSMUSG00000031688	Pou4f2	8
ENSMUSG00000095681	Gm8281	14
ENSMUSG00000067597	Dgat2l6	X
ENSMUSG00000051936	Prss58	6
ENSMUSG00000094098	Vmn2r44	7
ENSMUSG00000026917	Wdr5	2
ENSMUSG00000100448	H2al1k	X
ENSMUSG00000019893	Ros1	10
ENSMUSG00000096001	2610528A11Rik	14
ENSMUSG00000101959	Ldhal6b	17
ENSMUSG00000068647	Olfr1278	2
ENSMUSG00000004945	Tmem242	17
ENSMUSG00000020583	Matn3	12
ENSMUSG00000028943	Espn	4
ENSMUSG00000061315	Naca	10
ENSMUSG00000038058	Nod1	6
ENSMUSG00000015665	Awat1	X
ENSMUSG00000022841	Ap2m1	16
ENSMUSG00000026134	Prim2	1
ENSMUSG00000034748	Sirt6	10
ENSMUSG00000021948	Prkcd	14
ENSMUSG00000029883	1700074P13Rik	6
ENSMUSG00000039062	Anpep	7
ENSMUSG00000053194	Cib4	5
ENSMUSG00000001774	Chordc1	9
ENSMUSG00000035439	Haus8	8
ENSMUSG00000013878	Rnf170	8
ENSMUSG00000009731	Kcnd1	X
ENSMUSG00000079378	Gm8279	14
ENSMUSG00000000381	Wap	11
ENSMUSG00000036427	Gpi1	7
ENSMUSG00000026374	Tsn	1
ENSMUSG00000026490	Cdc42bpa	1
ENSMUSG00000030417	Pdcd5	7
ENSMUSG00000021032	Ngb	12
ENSMUSG00000026085	Lyg1	1
ENSMUSG00000004371	Il11	7
ENSMUSG00000031198	Fundc2	X
ENSMUSG00000045411	2410002F23Rik	7
ENSMUSG00000032921	Odf4	11
ENSMUSG00000030779	Rbbp6	7
ENSMUSG00000053965	Pde5a	3
ENSMUSG00000074206	Adh6b	3
ENSMUSG00000090840	1700092M07Rik	19
ENSMUSG00000031425	Plp1	X
ENSMUSG00000037730	Mynn	3
ENSMUSG00000110423	Gm45736	19
ENSMUSG00000057182	Scn3a	2
ENSMUSG00000042729	Wdr74	19
ENSMUSG00000031143	Ccdc22	X
ENSMUSG00000013091	Tmem190	7
ENSMUSG00000021951	Eef1akmt1	14
ENSMUSG00000004677	Myo9b	8
ENSMUSG00000037246	H2-M10.5	17
